X;Y;Z
3.93;1.79;6.46
3.98;1.78;6.73
4.09;1.6;6.61
1.3;0.48;5.71
2.43;1.88;6.1
3.68;0.77;6.36
2.94;1.15;6.27
3.37;0.94;6.42
3.31;1.96;6.2
2.93;0.83;5.51
2.94;2.53;6.27
1;2.34;5.61
2.9;2.29;5.51
2.26;0.22;6.04
1.18;1.3;5.78
3.52;0.35;6.47
3.9;1.19;6.45
2.65;0.64;6.17
3.04;1.8;6.41
1.94;0.21;5.93
2.6;1.75;6.26
3.09;2.41;5.73
1.72;2.76;5.96
2.97;0;6.29
1.05;0.19;5.73
4.08;2.36;6.66
1.87;2.25;6.01
3.3;0.25;6.5
3.31;0;6.43
2.02;1.03;6.06
4.14;2.76;6.44
2.88;0.42;5.51
3.14;1.31;5.96
0.98;1.96;5.61
3.43;0.72;6.15
3.3;2.8;6.02
1.79;3;5.9
3.14;1.93;5.96
1.08;2.54;5.74
3.02;0.83;6.41
4.19;2.95;6.54
2.95;1.98;6.28
3.7;0.57;6.26
3.37;1.94;6.42
3.36;1.45;6.23
3.12;0.41;6.44
2.05;2.02;5.97
3.9;0.54;6.45
1.72;1.34;5.86
3.83;0.17;6.42
1.54;2.55;5.9
1.45;2.38;5.76
2.32;1.25;6.17
1.58;1.53;5.81
0.97;0.89;5.61
4.19;0.75;6.49
1.14;0.34;5.66
3.95;0.89;6.73
3.91;0.57;6.71
2.88;0.69;5.62
3.49;1.4;6.46
2.93;2.09;5.51
3.28;1.19;6.17
2.53;2.38;6.13
3.45;1.05;6.16
3.93;1.43;6.35
2.91;0.23;5.51
2.28;2.74;6.15
2.69;1.32;6.19
3.13;2.5;5.96
0.89;1.57;5.61
2.64;0;6.18
4.17;0;6.49
3.01;0.58;6.4
3.99;0.81;6.48
4;0.35;6.49
1.59;0.95;5.81
3.98;2.18;6.37
2.24;0.57;6.14
3.68;2.2;6.63
4.06;2.15;6.66
3.36;0.32;6.23
1.45;0.32;5.87
4.07;1.23;6.41
3.1;2.67;5.74
3.62;1.28;6.34
2.83;0.38;6.24
2.76;0.74;5.51
4.17;1.49;6.45
2.91;3;6.34
2.89;1.34;5.62
2.99;1.75;5.59
2.67;0.21;6.18
1.88;2.85;6.02
1.75;2.18;5.87
1.95;1.33;5.93
3.48;1.55;6.56
3.67;2.82;6.63
3.8;2.14;6.3
2.3;1.99;6.16
3.28;0.58;5.99
4.18;1.03;6.8
3.34;2.15;6.23
3.92;1.55;6.71
1.46;3;5.79
1.96;1.66;5.94
2.2;2.06;6.02
3.62;2.06;6.33
3.68;1.35;6.52
4.19;1.74;6.64
3.28;1.03;6.16
2.93;1.06;5.51
3.02;0.28;6.4
2.21;2.5;6.13
3.68;1.11;6.63
2.72;2.57;6.2
0.89;1.23;5.66
2.37;1.66;6.18
1.94;0.38;5.93
2.83;2.86;6.23
1.47;0;5.87
2.36;0.97;6.18
1.36;1.08;5.73
4.19;0.69;6.78
3.24;1.59;5.93
3.35;1.59;6.09
3.62;1.47;6.34
0.97;0.51;5.61
3.41;0.52;6.43
2.75;2.78;5.61
3.67;2.36;6.36
3.22;1.54;6.37
3.27;0.98;5.98
3.18;0.14;6.02
4.04;1.99;6.4
2.72;1.92;5.61
1.76;2.37;5.87
1.69;2.59;5.85
3.43;2.61;6.26
3.58;2.78;6.21
2.71;0.14;5.51
3.32;1.22;6.4
2.89;0.94;5.63
3.85;1.44;6.58
3.73;0.87;6.65
3.71;1.72;6.26
3.52;0.62;6.3
3.26;0.25;6.13
3.59;0.16;6.22
1.19;1.71;5.67
2.85;2.2;6.35
1.58;0.17;5.81
3.58;0.41;6.32
3.27;2.65;6.15
3.19;2.6;6.46
0.97;0.25;5.61
2.03;0;6.04
4.19;2.23;6.64
1.38;1.6;5.84
2.05;2.83;6.07
3.87;0.36;6.59
3.54;1.7;6.2
3.25;0.84;6.48
3.49;2.84;6.46
3.79;0;6.31
2.81;2.38;6.23
1.29;2.28;5.81
3.22;2.15;6.37
1.1;1.99;5.75
3.72;1.67;6.54
3.33;2.67;6.41
3.66;1.83;6.52
3.99;0.2;6.49
2.94;0.16;6.27
1.74;0.16;5.97
3.31;1.33;6.03
3.67;2.85;6.35
3.04;2.8;5.66
2.92;2.64;5.51
3.15;0.14;5.82
3.16;2.03;5.82
1.58;2.12;5.81
3.07;2.2;6.42
1.39;1.81;5.74
1.9;1.14;5.92
2.59;2.69;6.26
2.56;0.93;6.14
3.16;1.1;5.83
2.28;2.29;6.05
4.04;1.99;6.75
3.11;2.8;6.44
1.03;1.27;5.73
3.6;0.24;6.6
1.77;1.66;5.98
2.37;2.35;6.18
4.19;1.21;6.55
3.62;2.51;6.5
2.94;1.24;5.52
2.63;3;6.18
2.34;0.15;6.17
3.26;2.29;5.96
4.19;1.44;6.67
3.88;1.93;6.7
2.71;1.11;5.51
2.55;2.19;6.24
3.85;1.6;6.58
3.26;1.76;6.13
3.42;0.17;6.15
3.15;0.69;5.82
3.24;3;6.1
1.12;3;5.66
1.19;0.68;5.78
2.5;1.3;6.12
1.92;0.54;5.92
3.88;2.49;6.59
3.07;0.35;5.87
2.76;1.62;5.51
1.71;0.84;5.96
3.98;2.74;6.73
4.06;2.49;6.4
3.46;2.23;6.17
1.46;0.53;5.77
3.73;2.69;6.27
3.53;1.98;6.58
1.31;1.25;5.72
3.71;0.36;6.26
2.73;0.48;5.51
1.37;2.78;5.84
3.68;0.91;6.25
3.51;0;6.48
2.83;0.72;6.23
4.07;2.31;6.41
4.02;1.62;6.39
2.42;0.66;6.09
1.52;0.82;5.79
4.05;0.67;6.4
3.83;2.85;6.31
2.87;1.42;6.35
4.09;0.42;6.65
1.12;1.11;5.65
2.98;0.55;5.57
3.08;2.56;6.32
2.95;2.45;5.71
2.91;1.46;5.51
2.97;0.46;6.28
3.79;0.1;6.67
1.87;2.43;6.01
3.02;1.64;6.3
3.42;1.83;6.26
2.18;1.53;6.12
2.66;1.16;6.28
1.24;2.08;5.8
2.71;1.28;5.61
3.07;2.34;5.88
3.58;0.77;6.6
3.84;2.52;6.42
2.96;1.47;5.73
2;1.54;6.06
3.04;0.88;5.66
1.71;2.06;5.96
1.09;0.9;5.75
3.35;2.29;6.41
1.74;0.57;5.86
2.35;0.44;6.07
4.1;2.99;6.42
2.08;0.62;6.09
2.82;0.53;5.61
3.92;2.32;6.61
3.77;0.66;6.66
1.24;0.87;5.8
4.19;0.94;6.55
3.16;1.3;6.35
3.29;0.43;6.39
2.78;2.45;5.61
2.79;1.06;6.33
2.43;2.08;6.2
4.09;0.19;6.62
3.1;0;5.78
4.19;1.99;6.65
3.25;1.81;6.38
4.19;0.31;6.78
4.09;2.98;6.64
4.19;2.69;6.79
4.19;2.38;6.78
2.83;1.83;6.23
2.91;1.97;5.65
4.09;2.58;6.62
4.09;0.04;6.59
2.93;0.01;5.51
1.21;2.36;5.68
2.18;1.92;6.12
3.05;1.82;5.85
3.79;2.42;6.3
3.91;1.94;6.45
2.03;1.92;6.07
1.06;0.52;5.74
2.85;2.14;5.61
4.19;0.41;6.5
2.98;1.1;6.39
2.83;0.92;5.51
3.8;2.23;6.57
1.59;0.49;5.81
4.17;1.35;6.45
3.85;1.77;6.32
3.59;1.05;6.22
3.8;1.4;6.41
3;1.19;5.78
3.18;2.15;6.03
2.59;1.4;6.26
1.06;2.82;5.63
2.32;2.96;6.17
3.38;1.13;6.24
3.61;0.48;6.5
3.46;2.52;6.45
3.03;1.57;5.64
3.45;1.36;6.16
3.8;1.03;6.3
2.68;0.85;6.29
2.36;2.46;6.07
3.78;0.62;6.4
3.78;3;6.6
3.37;1.85;6.11
4.08;0;6.74
3.24;0;5.99
3;0.14;5.6
3.28;3;6.44
3.25;2.47;6.38
2.34;1.35;6.07
3.56;2.51;6.31
3.01;2.12;5.62
3.16;0.29;6.35
1.52;1.31;5.89
3.37;0.41;6.12
4.19;2.59;6.47
2.99;2.28;6.29
4.19;1.68;6.78
2.25;0.96;6.04
3.79;1.85;6.4
3.01;1.2;5.62
3.19;1.77;5.86
3.06;1.2;6.31
2.84;1.81;5.61
3.58;1.26;6.21
4.19;1.34;6.59
2.77;1.02;5.61
2.05;1.4;6.08
3.14;0.54;5.97
2.91;2.75;5.66
3.73;0.71;6.54
2.73;2.2;6.31
4.09;1.82;6.59
3.91;2.83;6.6
2.32;1.55;6.06
3.45;0.76;6.45
1.73;1.22;5.96
3.3;2.41;6.02
1.87;2.04;5.91
2.95;1.24;6.38
1.9;1.93;6.02
2.4;2.84;6.09
2.71;1.53;5.61
3.72;0.22;6.27
3.19;0.44;6.04
2.54;0.14;6.24
1;0.02;5.61
3.74;0.9;6.39
2.37;0.3;6.08
4.08;0.15;6.77
3.8;2.73;6.67
3.23;1.98;6.48
3.46;0.9;6.17
3.46;1.21;6.45
3.09;0.27;5.73
3.62;1.47;6.61
3;2.84;5.77
3.02;1.04;5.63
3.35;2.92;6.09
2.35;1.12;6.07
2.11;1.59;5.99
3.96;2.91;6.36
3.7;2.71;6.53
3.81;2.28;6.31
1.72;1.78;5.85
4.09;0.72;6.6
4;1.07;6.49
2.96;0.66;6.28
2.99;2.52;5.59
2.05;0.15;6.07
2.82;1.32;5.51
3.66;2.98;6.35
0.89;2.9;5.62
2.87;0.41;6.35
1.96;0.33;6.04
1;2.13;5.61
3.05;2.57;5.84
3.56;1.87;6.21
4.06;0.77;6.76
3.28;1.35;6.16
3.18;1.7;6.03
3.91;1.04;6.71
1.1;1.37;5.64
3.11;0.42;5.76
2.02;2.49;5.96
3.4;1.7;6.43
1.06;1.03;5.73
2.11;1.18;6.09
3.9;2.74;6.45
3.6;2.66;6.33
2.83;3;5.61
3.35;0.01;6.23
2.84;1.73;5.51
3.48;2.68;6.17
4.09;0.9;6.61
2.71;0;6.29
3.88;2.56;6.7
3.46;2.34;6.27
1.59;0.33;5.92
3.06;0.6;5.69
1.4;2.53;5.85
2.69;1.64;6.19
1.47;1.87;5.88
2.79;2.47;6.33
1.45;2.09;5.87
2.3;2.58;6.06
3.16;2.39;6.45
2.55;2.05;6.25
1.6;1.04;5.92
1.06;1.76;5.74
2.62;2.84;6.27
3.64;2.9;6.51
3.66;1.37;6.24
3.57;2.65;6.59
4.07;1.36;6.76
4.19;1.64;6.46
2.79;0.82;5.61
3;0.87;5.78
2.8;2.71;5.51
3.19;2.8;5.86
1;2.5;5.61
4.08;2.86;6.77
2.88;0.32;5.61
3.49;3;6.18
3.99;2.07;6.48
2.4;0.86;6.09
2.44;2.24;6.21
2.71;1.82;5.51
3.53;0.93;6.47
0.99;1.7;5.61
2.49;1.82;6.22
3.95;0.14;6.36
3.36;0.9;6.1
1.69;2.92;5.95
2.86;1.26;6.25
3.91;1.55;6.45
4.09;2.83;6.58
1.35;0.15;5.83
4.02;1.23;6.75
4.09;2.22;6.53
0.89;2.28;5.65
3.78;2.02;6.56
2.5;2.53;6.23
1.04;2.92;5.73
0.91;2.03;5.68
3.55;2.47;6.2
3.52;2.43;6.58
3.2;2.64;5.88
3.16;0.92;6.35
2.71;2.2;5.6
1.94;2.15;6.04
2.65;2.25;6.17
1.62;2.21;5.93
3.72;1.98;6.27
3.75;2.74;6.39
4.19;2.33;6.46
3.63;0;6.32
3.08;3;5.86
3.41;2.36;6.14
2.96;1.77;5.73
3.18;2.71;6.03
3.53;2.12;6.58
1.77;1.5;5.87
1.03;2.72;5.73
1.33;1.18;5.83
3.53;1.38;6.3
3.34;2.17;6.08
3.18;1.16;6.35
3.11;0.8;5.76
3;2.27;5.78
2.23;1.17;6.03
4;0.47;6.74
1.56;1.14;5.8
3.13;1.05;5.95
4.05;1.62;6.76
1.47;2.18;5.77
3.19;0.45;5.87
3.71;0.97;6.53
3.95;2.43;6.36
1.99;2.27;6.05
3.47;0.84;6.56
4.19;2.02;6.49
3.1;2.53;5.74
2.3;0;6.16
2.74;0;5.53
3.31;0.73;6.21
2.16;2.2;6.01
4.19;2.01;6.8
3.75;0.26;6.55
3.37;0.47;6.24
2.17;0.87;6.11
3.06;0;6.39
3.45;2.86;6.16
0.98;2.67;5.61
1.23;1.4;5.69
2.96;2.95;5.72
1.75;0;5.89
3.11;2.88;6.33
3.61;2.18;6.33
1.89;0.86;6.02
1.6;2.82;5.92
3.21;2.4;5.89
4.12;0.89;6.43
1.97;1.24;6.05
3.4;2.7;6.53
2.04;0.94;5.96
3.84;0.32;6.43
3.82;2.24;6.42
4.02;2.26;6.75
2.82;0.62;5.51
2.9;2.6;6.36
4.09;2.43;6.53
4.09;1.28;6.53
3.17;2.28;6.35
2.82;1.46;5.61
2.14;0.22;6
3.22;0.69;6.08
4.19;0.14;6.55
3.83;0.53;6.31
3.65;1.91;6.35
3.07;1.37;5.88
2.14;1.09;6
3.86;0;6.42
3.51;1.84;6.47
2.8;2.02;5.61
4.19;2.47;6.6
2.01;2.65;6.06
3.37;1.03;6.52
1.62;1.53;5.93
1.24;2.49;5.8
1.32;1.65;5.72
3.04;3;6.31
1.22;2.85;5.69
3.55;0.7;6.2
1.6;1.4;5.81
3.03;1.94;5.81
1.14;0.17;5.66
3.92;2.06;6.35
4.09;1.13;6.55
3.07;1.99;5.7
4.19;0.54;6.56
2.39;2.67;6.19
4.09;2.7;6.57
0.89;0.6;5.66
3.09;1.68;5.73
0.89;1.9;5.66
3.82;2.05;6.41
3.71;1.21;6.37
2.84;0;6.32
2.7;0.38;6.3
3.32;2.86;6.22
3.47;2.06;6.45
1.19;0.88;5.67
3.32;0.76;6.4
3.11;0.2;5.92
3.75;0.46;6.39
2.25;0.43;6.14
3.47;2.15;6.28
2.78;2.57;5.51
2.56;1.25;6.25
4.03;2.56;6.75
3.34;1.47;6.41
0.98;1.49;5.61
1.24;0.15;5.8
2.47;0.66;6.22
1.21;1.69;5.79
3.18;0;6.43
0.89;2.41;5.62
2.66;1.83;6.18
0.98;1.1;5.61
4.19;0.63;6.47
3.96;0.48;6.36
1.2;0;5.78
1.79;1.09;5.99
3.28;0.15;6.39
3;0.4;5.77
3.32;0.63;6.51
4.09;0.99;6.55
3.85;0.81;6.43
3.89;1.22;6.6
1.51;1.59;5.89
3.58;0.27;6.32
4.02;1.69;6.5
3.86;0;6.6
3.31;0.14;6.2
3.52;0.81;6.3
4.19;1.88;6.58
2.58;0.59;6.25
2.94;0.54;5.7
2.23;0.3;6.13
3.21;1.25;6.07
3.34;2.88;6.41
3.48;1.07;6.28
4.19;1.13;6.72
3.17;2.97;6.35
3.27;2.09;6.15
3.61;2.61;6.23
3.33;0.32;6.06
3.86;2.86;6.43
3.21;1.91;6.07
3.37;0.62;6.23
2.82;2.26;5.61
3.55;1.73;6.59
3.98;2.03;6.63
3.96;1.37;6.47
3.03;2.46;5.82
2.79;0.28;5.51
2.01;1.09;5.95
2.91;1.53;6.37
3.95;0.63;6.62
4.19;2.11;6.7
3.91;1.42;6.71
2.22;0.1;6.13
3.64;0.58;6.62
2.76;2.68;6.32
1.72;1.83;5.96
3.73;2.37;6.54
2.68;0.71;6.29
2.76;1.95;6.32
3.98;2.59;6.37
2.15;0.65;6
3.37;2.47;6.12
3.08;1.21;5.89
3.09;1.14;5.73
3.26;0.12;5.96
1.21;1.24;5.68
2.84;2.63;5.61
3.41;2.05;6.14
0.91;0.8;5.61
3.54;1.43;6.2
1.89;1;6.02
3.11;1.63;5.93
1.93;1.79;5.93
1.1;1.86;5.64
3.2;1.22;5.88
1.92;2.75;5.92
3.13;0.57;6.34
1.06;0.96;5.63
3.53;0.43;6.58
2.88;2.37;5.61
3.8;2.79;6.57
2.36;1.8;6.18
2.92;2.23;5.66
2.92;0.84;5.67
2.85;0.28;6.35
2.85;0.2;5.61
3.87;0.21;6.59
3.1;0.8;5.92
3.16;2.04;6.35
2.81;2.36;5.51
3.36;0.85;6.23
1.02;2.18;5.72
1.45;0.65;5.76
3.19;1.89;5.86
1.24;2.74;5.8
3.13;1.82;5.95
3.94;2.68;6.61
2.95;2.1;6.28
3.17;1.44;6.46
3.1;2.2;5.75
3.46;1.54;6.27
3.44;1.63;6.16
1.55;2.48;5.8
3.59;2.3;6.6
3.1;2.89;5.91
1.03;0.76;5.73
4.08;0.13;6.41
2.02;1.43;5.96
4.19;0.71;6.65
2.99;2.68;5.59
3.2;0.77;6.36
3.08;0.11;5.72
1.84;2.88;5.9
2.24;2.09;6.14
3.17;2.89;6.01
4.04;0;6.48
2.86;2.03;6.24
0.98;1.64;5.71
3.71;0.4;6.54
2.72;0.91;6.2
3.37;1.47;6.12
1.83;0.35;6
4.08;0.57;6.77
1.19;1.93;5.68
1.02;1.26;5.62
3.24;1.41;5.94
1.65;1.91;5.83
1.37;0.83;5.74
3.13;2.26;5.96
2.69;0.48;6.19
4.19;0.8;6.8
3.13;1.47;5.96
3.23;2.11;5.92
1.85;1.57;5.9
3.93;1.12;6.35
3.11;1.35;6.44
3.93;2.47;6.46
2.91;2.87;5.65
3.98;0.49;6.63
3.06;2.15;5.86
3.12;2.07;5.94
3.87;0.74;6.59
2.71;2.48;5.52
3;2.67;6.29
3.52;2;6.29
2.91;0.43;5.66
3.79;1.55;6.29
4.19;1.06;6.51
3.75;2.41;6.66
2.18;1.72;6.12
3.68;0.32;6.63
3.51;3;6.54
3.46;2.33;6.55
1.39;2.84;5.74
1.82;0.54;6
2.1;2.96;6.09
3.35;0.63;6.09
3.66;2;6.62
1.47;2.28;5.88
3.35;1.13;6.08
1.58;1.18;5.91
4.07;1.85;6.41
4.08;1.3;6.66
1.53;1.79;5.79
3.27;1.78;6.49
3.55;2.93;6.31
2.1;0.77;6.09
1.44;1.14;5.87
3.94;0.08;6.46
3.19;0.57;5.87
2.2;2.39;6.13
2.05;2.92;5.97
3.88;1.27;6.33
3.41;0.97;6.25
1.67;1.62;5.84
4.14;1.15;6.44
1.85;3;6
3.2;1.05;6.05
2.71;0.1;6.19
3.93;0.78;6.35
2.9;1.63;5.51
3.37;0.93;6.52
2.78;0.44;5.61
3.94;3;6.45
3.99;2.43;6.63
3.6;2.14;6.22
4.04;3;6.75
3.42;1.57;6.44
2.79;1.22;5.51
2.87;0.12;5.51
3.25;1.19;6.48
1.18;1.54;5.67
4.01;0.29;6.39
3.19;0.28;6.03
2.39;1.1;6.19
2.92;1.14;5.67
1.92;2.18;5.93
3.43;2.59;6.55
1.58;0;5.81
1.96;0.7;6.04
4.19;2.81;6.78
1.28;0.36;5.81
1.6;2.25;5.81
3.01;1.87;5.62
4.09;0.29;6.56
4.1;1.76;6.77
1.18;0.29;5.78
2.6;2.54;6.16
2.88;2.95;5.51
3.45;1.75;6.16
3.5;0.3;6.57
1.1;0.6;5.64
1.84;1.82;6
2.71;2;5.51
2.96;1.77;6.28
3.8;0.87;6.3
4.19;1.89;6.47
3.27;2.78;6.15
3.65;1.16;6.52
3.33;0.15;6.07
3.17;0.96;6.01
4.19;2.63;6.57
3.79;1.06;6.4
1.35;2.05;5.83
2.92;1.94;6.37
3.17;1.57;5.84
3.8;0.77;6.67
3.53;1.65;6.3
1.46;1.41;5.77
1.16;0.42;5.77
3.01;1.38;5.62
1.37;0.56;5.84
3.64;1.59;6.34
3.87;0.68;6.44
1.61;0.13;5.92
3.17;2.73;6.35
2.54;1.61;6.24
2.01;0.1;5.96
3.7;2.54;6.37
3.94;2.94;6.61
0.99;0.38;5.61
4.19;1.42;6.8
3.04;0.72;5.65
2.35;1.53;6.18
3.09;1.47;6.33
2.9;0.99;6.36
3.01;0.64;5.79
2.97;1.35;5.74
3.53;0.1;6.3
3.66;0.64;6.35
0.95;0.07;5.7
1.68;1.2;5.84
3.03;2.68;5.82
2.71;0.22;5.58
4.07;1.92;6.66
2.7;0.22;6.3
3.87;1.62;6.33
2.84;2.32;6.35
0.9;0.2;5.68
1.29;2.25;5.71
2.82;1.68;5.61
3.6;1.48;6.5
1.34;3;5.83
4;0.93;6.49
2.72;2.84;5.51
1.16;2.64;5.77
4.09;1.52;6.52
2.92;1.66;5.67
2.41;1.34;6.2
4.04;1.05;6.75
2.14;0.44;6.1
4.01;2.45;6.74
0.89;0.94;5.66
4.19;2.87;6.67
1.87;0.94;5.91
2.13;0.36;5.99
3.33;2.66;6.06
1.56;0.79;5.91
2.97;1.4;6.28
1.16;0.99;5.67
2.71;0.75;5.61
1.44;1.51;5.87
2.54;2.21;6.14
4.19;1.53;6.59
2.33;1.85;6.06
2.52;2.08;6.13
2.64;2.52;6.28
1.15;2.79;5.77
4.09;0.49;6.54
3.11;1.49;5.75
3.1;0.43;6.33
3.36;1.26;6.1
2.91;1.82;5.51
3.35;0.42;6.52
1.98;2.63;5.94
3.92;2.33;6.35
1.71;2.01;5.85
4.02;1.89;6.5
1.88;2.64;5.91
1.77;2.5;5.87
4.08;0.61;6.52
2.82;1.07;5.51
2.93;0.68;6.38
3.18;2.97;5.85
1.14;2.44;5.66
1.47;0.54;5.88
1.67;2.74;5.84
1.7;0.66;5.96
1.84;0.78;5.9
3.25;1.02;6.48
2.62;1.02;6.27
2.93;1.81;6.37
1.59;2.69;5.92
3.34;0.8;6.08
4.19;1.12;6.59
3.46;0.63;6.56
2.6;1.45;6.16
3.15;1.87;6.45
4.19;1;6.68
1.63;0.53;5.93
3.82;1.87;6.57
3.78;1.73;6.4
2.94;2.9;6.27
2.01;1.81;6.06
3.61;0.19;6.5
2.46;0.96;6.11
3.41;2.58;6.14
2.96;0.97;6.28
1.79;2.7;5.88
4.19;2.12;6.56
3.97;0.13;6.62
3.3;2.35;6.19
3.77;3;6.3
2.42;0.25;6.2
3.73;0.32;6.38
2.96;1.55;5.54
1;1.82;5.61
3.37;1.25;6.53
3.18;0.86;5.86
3.3;1.83;6.2
3.46;1.88;6.16
2.95;0.95;5.71
3.61;0.89;6.33
3.83;0.96;6.68
4.03;2.72;6.39
2.37;0.39;6.18
1.79;1.34;5.99
2.22;1.31;6.13
2.52;2.94;6.23
2.78;1.37;6.22
3.72;2.1;6.38
3.1;1.71;6.33
3.6;1.01;6.33
3.06;1.5;5.86
3.49;1.35;6.57
3.28;1.25;5.99
3.07;0.1;5.88
2.28;0.9;6.15
2.49;1.76;6.12
2.49;0.35;6.23
4.19;0.59;6.7
3.21;0.19;5.89
3.89;0.37;6.7
3.37;1.63;6.53
2.65;1.91;6.28
2.3;1.72;6.06
3.1;0.92;5.75
3.43;1.13;6.54
2.8;0.23;6.23
2.96;1.9;5.73
1.77;0.43;5.98
1.63;1.33;5.93
2.74;1.8;6.31
3.3;1.6;6.18
3.32;1.44;6.04
2.1;2.43;6.09
3.96;0.77;6.73
3.19;2.35;6.04
4.19;1.65;6.59
2.44;0.49;6.1
3.01;0.3;5.79
4;2.25;6.49
1.91;0.45;6.03
2.16;1.24;6
4.12;2.88;6.43
1.86;2.33;5.91
2.8;2.21;5.51
3.38;1.08;6.42
3.26;0.4;6.13
3.33;1.35;6.41
1.12;0.74;5.65
3.52;2.82;6.29
0.99;2.47;5.71
1.22;1.54;5.79
3.42;0.22;6.26
3.04;2.9;6.41
3.17;0.32;5.85
1.27;0.33;5.7
1.28;2.14;5.7
3.83;2.53;6.31
1.65;2.95;5.83
4.09;1.48;6.65
1.47;1.55;5.77
3.1;1.64;6.43
1.63;2.58;5.93
2.17;0.09;6.01
2.29;0;6.05
3.2;2.73;6.47
2.71;0.37;5.52
2.28;2.17;6.05
3.15;1.17;5.98
3.97;1.87;6.37
0.89;0.5;5.66
3.18;0.23;6.46
2.44;0.55;6.21
2.29;0.69;6.05
1.93;2.46;5.93
1.85;0.6;5.9
4.09;0.78;6.52
2.52;0.1;6.13
1.61;2.39;5.82
1.4;2.27;5.75
3.36;1.88;6.52
3.77;2.09;6.66
3.29;1.62;6.39
2.89;0.71;5.51
2.54;0.53;6.14
2.21;2.85;6.13
2.77;1.57;6.32
1.84;0.08;6
2.98;2.54;5.75
2.73;2.09;6.31
3.38;2.84;6.53
1.76;1.11;5.87
2.96;2.79;5.55
3.8;0.91;6.57
0.89;2.64;5.63
4.09;2.26;6.64
3.74;1.44;6.28
3.35;2.15;6.41
2.76;1.45;6.32
2.67;2.65;6.18
3.84;1.81;6.69
3.07;1.01;6.42
4.09;2.48;6.66
3.05;0.48;5.68
3.14;0.37;5.98
3.05;2.02;5.85
4.19;0.24;6.71
2.93;0.25;5.69
4.11;0.39;6.78
1.81;1.4;5.88
4.06;0.32;6.65
3.72;1.9;6.65
3.68;2.22;6.53
2.38;0.86;6.19
3.69;1.13;6.25
4.08;1.45;6.41
3.97;2.81;6.37
2.87;1.25;5.61
3.12;0.85;6.44
3.82;2.26;6.68
1.12;2.39;5.75
4.07;0.42;6.41
3.38;0.07;6.13
3.69;0.07;6.26
3.71;1.84;6.27
1.3;0.46;5.82
1.19;2.93;5.78
2.09;0.56;5.98
3.07;1.21;6.42
4.02;2.76;6.5
2.95;0.94;5.54
4.12;0.9;6.78
4.01;0.71;6.49
4.09;2.94;6.53
1.45;0.05;5.76
3.82;1.28;6.42
3.09;0.61;5.9
1.65;0.31;5.83
3.4;0.37;6.43
3.16;0.69;5.99
3.4;0.24;6.53
1.98;0;5.95
1.44;0.78;5.87
3.24;0.68;6.38
1.27;0.59;5.7
3.05;1.07;5.85
3.91;0.93;6.6
3.95;0.82;6.62
3.34;1.73;6.51
3.88;0.27;6.33
2.06;0.92;6.08
3.63;2.55;6.61
2.76;2.73;6.21
2.05;1.73;5.97
3.48;1.18;6.17
3.28;0.23;5.99
4.03;2.11;6.75
0.99;1.59;5.61
2.63;0.08;6.27
3.06;2.89;5.68
3.05;2.79;6.31
3.46;2.21;6.55
3.53;0.12;6.58
3.29;2.46;6.17
3.28;1.92;6
2.87;0.78;6.35
3.67;1.51;6.25
2.05;2.34;5.97
2.79;1.36;5.61
3.21;0.97;5.89
3.08;1.89;6.32
2.09;2.8;5.98
3.04;0.97;5.83
2.05;2.12;5.97
3.35;2.75;6.09
2.44;1.91;6.21
2.53;0.72;6.13
3.89;1;6.45
3.01;0.24;5.62
4.08;2.76;6.66
2.82;2.14;6.23
1.13;1.2;5.76
4.01;1.18;6.49
3.35;0.04;6.52
3.4;2;6.25
4.19;2.85;6.57
1.24;0.57;5.8
3.92;2.22;6.61
3.68;1.8;6.36
1.72;0.69;5.86
3.73;0.8;6.27
2.91;2.06;5.65
3.1;1.03;5.74
4.17;0;6.65
2.96;1.91;5.55
1.94;0.57;6.04
0.97;2.62;5.7
2.9;0;5.64
1.1;2.03;5.64
2.59;1.03;6.15
3.74;1.21;6.65
2.88;0.54;6.25
1.53;1.65;5.79
1.88;0.12;5.91
3.27;2.69;5.98
2.11;2.1;6.1
0.96;1.15;5.7
1.14;2.26;5.76
2.33;0.67;6.17
0.89;1.48;5.67
3.24;2.57;6.38
2.74;1.17;6.21
3.01;2.39;5.61
3.34;2.26;6.22
1.43;0.98;5.75
2.48;1.42;6.22
1.78;0.23;5.88
3.74;1.97;6.38
1.26;0.76;5.7
2.94;2.86;6.38
3.55;1.15;6.31
4;1.03;6.38
3.87;0.23;6.7
1.66;0.42;5.94
1.26;0.12;5.7
3.95;1.75;6.62
3.72;2.91;6.27
3.07;1.71;5.87
2.76;2.89;5.61
2.92;1.33;5.51
1.64;2.46;5.93
1.63;0.84;5.82
4.09;1.16;6.65
3.11;2.1;5.76
3.66;1.62;6.24
1.94;1.62;6.04
4.08;2.62;6.41
3.36;2.27;6.1
1.67;1.64;5.94
3.07;2.49;6.42
4.09;0.13;6.54
1.69;0.18;5.85
1.49;2.93;5.88
3.42;0.57;6.15
3.3;2.3;6.5
3.22;1.35;6.08
2.4;2.89;6.19
2.87;0.53;5.51
2.78;1.51;5.51
3.45;2.89;6.27
2.71;1.13;5.6
3.95;1.88;6.62
4.09;2.12;6.52
1.03;1.87;5.72
3.32;0;6.07
2.44;1.51;6.1
2.15;1.93;6
3.9;0.06;6.34
2.8;2.93;6.33
1.36;1.88;5.84
